objectid,title,author,reader,creator type,date,subject,description,location,lat long,grade-level,identifier,format,digital specifications,language,rights,standardized rights,type,contributing institution,date created,date modified,reference url,cdmid,soundid,soundlink,contentdm file name,contentdm file path
guidedread251,Walt Disney,"Pontius, Sierra",Adrienne Vitullo,Teacher,2016,Walt Disney; cartoons; animation,informational text about Walt Disney,,,first,Walt_Disney,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/251,251,261,262.mp3,252.pdf,/guidedread/image/252.pdf
guidedread263,Walt Disney,"McLean, Amanda",Adrienne Vitullo,Teacher,2016,Walt Disney; cartoons; animation,informational text about Walt Disney,,,third,Walt_Disney2,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/263,263,264,265.mp3,264.pdf,/guidedread/image/264.pdf
guidedread261,Walt Disney (Audio),"Pontius, Sierra",Adrienne Vitullo,Teacher,2016,Walt Disney; cartoons; animation,informational text about Walt Disney,,,first,Walt_Disney,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Sound,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/261,261,,,262.mp3,/guidedread/image/262.mp3
guidedread264,Walt Disney (Audio),"McLean, Amanda",Adrienne Vitullo,Teacher,2016,Walt Disney; cartoons; animation,informational text about Walt Disney,,,third,Walt_Disney2,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Sound,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/264,264,,,265.mp3,/guidedread/image/265.mp3
guidedread857,What is Memory?,Kurin Dooley,Adrienne Vitullo,Student,2017,memory; brain; emotion,informational text about memory,,,third,Memory,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/857,857,887,281.mp3,891.cpd,/guidedread/supp/857/index.pdf
guidedread887,What is Memory?,Kurin Dooley,Adrienne Vitullo,Student,2017,memory; brain; emotion,informational text about memory,,,third,Memory,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Sound,University of Idaho,2018-02-26,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/887,887,,,281.mp3,/guidedread/image/281.mp3
guidedread873,Why Do We Have Seasons?,Lindsey Hurd,none,Student,2017,seasons; spring; summer; fall; winter,informational text about seasons,,,fourth,Seasons_Why,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/873,873,903,297.mp3,907.cpd,/guidedread/supp/873/index.pdf
guidedread903,Why Do We Have Seasons?,Lindsey Hurd,Adrienne Vitullo,Student,2017,seasons; spring; summer; fall; winter,informational text about seasons,,,fourth,Seasons_Why,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Sound,University of Idaho,2018-02-26,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/903,903,,,297.mp3,/guidedread/image/297.mp3
guidedread265,Wild Plants and Flowers of Idaho,"Schatz, Julia",Adrienne Vitullo,Teacher,2016,plants; flowers; Idaho,informational text about wild plants and flowers of Idaho,,,fourth,Wildflowers_of_Idaho,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/265,265,266,267.mp3,266.pdf,/guidedread/image/266.pdf
guidedread266,Wild Plants and Flowers of Idaho (Audio),"Schatz, Julia",Adrienne Vitullo,Teacher,2016,plants; flowers; Idaho,informational text about wild plants and flowers of Idaho,,,fourth,Wildflowers_of_Idaho,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Sound,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/266,266,,,267.mp3,/guidedread/image/267.mp3
guidedread202,Wildland Fires,"Golden, Jennifer",Adrienne Vitullo,Teacher,2016,fire; wildfires,informational text about wildland fires,,,fifth,Wildland_Fires,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/202,202,201,202.mp3,203.pdf,/guidedread/image/203.pdf
guidedread201,Wildland Fires (Audio),"Golden, Jennifer",Adrienne Vitullo,Teacher,2016,fire; wildfires,informational text about wildland fires,,,fifth,Wildland_Fires,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Sound,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/201,201,,,202.mp3,/guidedread/image/202.mp3
guidedread177,Wind Turbines,"Butler, Sydney",Isla Rosewood,Teacher,2014,,Fifth grade level informational text about wind turbines.,,,Fifth,WindTurbines,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2015-02-23,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/177,177,183,184.mp3,178.pdf,/guidedread/image/178.pdf
guidedread183,Wind Turbines (Audio),"Butler, Sydney",Isla Rosewood,Teacher,2014,,Audio recording of a Fifth grade level informational text about wind turbines.,,,Fifth,WindTurbines,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,sound,University of Idaho,2015-02-23,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/183,183,,,184.mp3,/guidedread/image/184.mp3
