title,creator,description,date,date_is_approximate,subject-lcsh,subject,relation,contributing_institution,publisher_digital,digital_collection_website,source,identifier,publisher,format_original,type,format,digitization_specifications,rights,rightsstatement,language,date_digital,coverage,idaho_county,latitude,longitude,cdm_url,cdmid,objectid,timelinejs,display_template,filename,object_location,image_small,image_thumb,errors
Forgotten legislation,"Curtis, Albert B. (Albert Bruce), 1903-1985",A letter from Bert Curtis regarding the division between federal and private utility authority over Bruces Eddy.,1956-03-08,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir;",,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7a-024,,correspondence files,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/59,59,dworshak59,,pdf,dworshak59.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak59.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak59_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak59_th.jpg,
Message to Nixon,"Curtis, Albert B. (Albert Bruce), 1903-1985","A message from Bert Curtis to Vice President Nixon, demanding the introduction of the Bruces Eddy project.",1956-03-09,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Nixon, Richard, 1913-1994;",correspondence; politicians; bruces eddy,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7a-025,,correspondence files,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/61,61,dworshak61,true,pdf,dworshak61.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak61.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak61_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak61_th.jpg,
Reply to Curtis from the Office of the Vice President,"King, Robert L.","A telegram from Robert King to Bert Curtis, regarding the Bruces Eddy project",1956-03-15,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Nixon, Richard, 1913-1994;",correspondence; bruces eddy,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7a-026,,correspondence files,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/63,63,dworshak63,true,pdf,dworshak63.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak63.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak63_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak63_th.jpg,
A copy of the Bruces Eddy project bill,"Curtis, Albert B. (Albert Bruce), 1903-1985","A copy of the Bruces Eddy Project Bill, with handwritten revisions by Bert Curtis",1956-03-19,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir;",bills; bruces eddy,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7a-027,,correspondence files,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/66,66,dworshak66,true,pdf,dworshak66.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak66.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak66_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak66_th.jpg,
Notes on the Bruces Eddy Bill,"Curtis, Albert B. (Albert Bruce), 1903-1985","Typewritten notes on the Bruces Eddy Bill, written by Bert Curtis [?]",1956-03-21,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir;",notes; bruces eddy,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7a-028,,correspondence files,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/68,68,dworshak68,true,pdf,dworshak68.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak68.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak68_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak68_th.jpg,
Response to Bert Curtis's revisions on the Bruces Eddy Bill,"Smith, Allan A.","A letter to Bert Curtis from Allan Smith, from Smith, Gray, Hill and Rogers Law Offices, indicating that Curtis's revisions to the Bruces Eddy bill have been considered and included",1956-04-11,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir;",correspondence; bruces eddy,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7a-029,,correspondence files,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/70,70,dworshak70,,pdf,dworshak70.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak70.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak70_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak70_th.jpg,
Revised Bruces Eddy Bill,,"A typed copy of the revised Bruces Eddy Bill, stamped with the date ""Apr 12 1956.""",1956-04-12,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir;","bills; smith, allan, a.; smith, gray, hill, and rogers law offices; bruces eddy",MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7a-030,,correspondence files,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/73,73,dworshak73,,pdf,dworshak73.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak73.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak73_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak73_th.jpg,
"Public Works Appropriations, 1956",US Senate,"A typed transcription of a conversation between General Sturgis and Senator Dworshak at the April 25, 1955 meeting of the U.S. Senate Subcommittee of the Committee on Appropriations.",1955-04-25,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak, Henry C. (Henry Clarence), 1894-1962;",senators; meetings; bruces eddy,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7a-031,,correspondence files,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/75,75,dworshak75,true,pdf,dworshak75.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak75.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak75_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak75_th.jpg,
Bruces Eddy Bill,,"A typed copy of the Bruces Eddy Project Bill dated May 15, 1956",1956-05-15,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir;",bills; bruces eddy,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7a-032,,correspondence files,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/78,78,dworshak78,,pdf,dworshak78.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak78.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak78_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak78_th.jpg,
Pacific Northwest Power Company,"Robinson, K.M.",Typed letter from K.M. Robinson to Bert Curtis commenting on the Bruces Eddy omnibus bill,1956-05-24,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir;",correspondence; pacific northwest power company; bruces eddy,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7a-033,,correspondence files,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/80,80,dworshak80,,pdf,dworshak80.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak80.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak80_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak80_th.jpg,
Letter from the Governor,"Smylie, Robert E.",A letter from Governor Robert E. Smylie to Bert Curtis regarding a meeting with Senator Dworshak,1956-05-25,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak, Henry C. (Henry Clarence), 1894-1962; Smylie, Robert E. (Robert Eben), 1914-",correspondence; senators; public officers; bruces eddy,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7a-034,,correspondence files,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/82,82,dworshak82,,pdf,dworshak82.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak82.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak82_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak82_th.jpg,
The Washington Water Power Company,"Robinson, K.M.",A typed letter to Bert Curtis from K.M. Robinson in which Robinson offers comments on the revised Bruces Eddy Bill,1956-06-05,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir;",correspondence; bruces eddy; the washington water power company,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7a-035,,correspondence files,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/84,84,dworshak84,true,pdf,dworshak84.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak84.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak84_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak84_th.jpg,
The Washington Water Power Company,"Robinson, K.M.",A typed letter to Bert Curtis from K.M.Robinson in which expresses frustration at getting the Bruces Eddy Bill through Congress,1956-06-21,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir;",correspondence; bruces eddy; the washington water power company,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7a-036,,correspondence files,Text,application/pdf,PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/86,86,dworshak86,true,pdf,dworshak86.pdf,https://objects.lib.uidaho.edu/dworshak/dworshak86.pdf,https://objects.lib.uidaho.edu/dworshak/small/dworshak86_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak86_th.jpg,
