title,description,creator,recipient,date,date-is-approximate?,item-information,subject,related-publication,publisher-digital,source,original-identifier,identifier,rights,rightsstatement,type,format,language,relation,cdm_url,cdmid,contentdm-file-name,contentdm-file-path,objectid,display_template,filename,object_location,image_small,image_thumb,errors
To All Inquirers,A flyer from Psychiana featuring a portrait of Frank B. Robinson addressing the new idea of God.,,,1946,,multiple-page; flyers,Material Abundance; Power of God; Spirit of God,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 16",MG101_b7_f16_005,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1059,1059,786.pdf,/psychiana/image/786.pdf,psychiana1059,pdf,psychiana1059.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana1059.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana1059_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana1059_th.jpg,""
"If You Think the Mystical Power of God Can Not Be Found and Used Here and Now, Read These Recent Letters","A flyer of testimonial letters. The flyer offers a $100,000 reward for anyone who could prove the letters to be false.",,,1944,yes,multiple-page; flyers,Testimonials; God-Power; God-Law; Power of God; Miracles; Truth; Criticizing Orthodox Religion,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 15",MG101_b7_f15_028,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1060,1060,787.pdf,/psychiana/image/787.pdf,psychiana1060,pdf,psychiana1060.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana1060.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana1060_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana1060_th.jpg,""
Inivation Number Two,A form letter from Frank B. Robinson addressing the popularity of Psychiana and recent press coverage of the movement.,"Robinson, Frank B.",My dear friend,1946,,single-page; form letters,"Moscow, Idaho; Press; Power of God; Criticizing Orthodox Religion; Spirit of God; Psychiana Growth",,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 16",MG101_b7_f16_006,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1061,1061,788.pdf,/psychiana/image/788.pdf,psychiana1061,pdf,psychiana1061.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana1061.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana1061_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana1061_th.jpg,""
Invitation Number Three,A form letter from Frank B. Robinson encouraging the reader to send in their application form.,"Robinson, Frank B.",My dear friend,1946,yes,single-page; form letters,"Moscow, Idaho; Power of God; Jesus; Criticizing Orthodox Religion; Power",,University of Idaho Library Digital Initiatives - http://www.lib.uidaho.edu/digital/,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 16",MG101_b7_f16_008,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1062,1062,789.pdf,/psychiana/image/789.pdf,psychiana1062,pdf,psychiana1062.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana1062.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana1062_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana1062_th.jpg,""
Invitation Number Four,A form letter from Frank B. Robinson about the Power of God.,"Robinson, Frank B.",My dear friend,1946,,single-page; form letters,"Moscow, Idaho; Power of God; Power; Revelation",,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 16",MG101_b7_f16_010,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1063,1063,790.pdf,/psychiana/image/790.pdf,psychiana1063,pdf,psychiana1063.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana1063.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana1063_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana1063_th.jpg,""
"The Psychiana Bulletin, December 1951","Bulletin includes various articles about Christmas and Psychiana doctrine. First article discusses the body as a vessel that contains God, while other articles discuss customizing one's holiday and better living. Includes Q and A.","Bach, Marcus; 'The Wayfarer'; Various",,1951-12-01,,multiple-page; bulletins,Psychiana Bulletin,Physical Body; God in Man; Christmas; Testimonials,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 4, Folder 26",MG101_b4_f26_006,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1064,1064,791.pdf,/psychiana/image/791.pdf,psychiana1064,pdf,psychiana1064.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana1064.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana1064_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana1064_th.jpg,""
Our Last Invitation to You,A form letter from Frank B. Robinson urging the reader to send in their application to enroll in Psychiana. Frank B Robinson accuses the reader of being careless and a procrastinator.,"Robinson, Frank B.",My dear friend,1946,,single-page; form letters,"Moscow, Idaho; Power of God; Happiness",,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 16",MG101_b7_f16_012,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1065,1065,792.pdf,/psychiana/image/792.pdf,psychiana1065,pdf,psychiana1065.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana1065.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana1065_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana1065_th.jpg,""
Will You Put Yourself Under My Guidance for a Few Months?,A flyer urging the reader to enroll in Psychiana. Frank B Robinson promises he can help the reader because he has helped thousands of others. Testimonial letters are quoted.,,,1946,yes,multiple-page; flyers,Testimonials; Jesus; Spirit of God; God-Power,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 16",MG101_b7_f16_013,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1066,1066,793.pdf,/psychiana/image/793.pdf,psychiana1066,pdf,psychiana1066.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana1066.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana1066_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana1066_th.jpg,""
Untitled letter from Frank B. Robinson [14],A form letter from Frank B. Robinson describing Psychiana as a priceless treasure for the reader to claim.,"Robinson, Frank B.",My dear friend and fellow American,1946,yes,single-page; form letters,"Moscow, Idaho; Power of God; Guarantee; Spirit of God",,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 16",MG101_b7_f16_016,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1067,1067,794.pdf,/psychiana/image/794.pdf,psychiana1067,pdf,psychiana1067.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana1067.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana1067_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana1067_th.jpg,""
Special Reduced Price Membership Application,A blank membership application for enrollment in Psychiana.,,,1946,yes,single-page; application forms,Power of God,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 16",MG101_b7_f16_018,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1068,1068,795.pdf,/psychiana/image/795.pdf,psychiana1068,pdf,psychiana1068.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana1068.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana1068_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana1068_th.jpg,""
