objectid,title,title_alt,date,creator,description,subject,category,site,period_of_record,frequency,source,type,format,rights,rightsstatement,original_url,filename,display_template,object_location,image_small,image_thumb,notes
ng_pub_101,Compositional and functional shifts in microbial communities related to soil warming,,1997,"Zogg, G.P., D.R. Zak, D.B. Ringelberg, N.W. MacDonald, K.S. Pregitzer, and D.C. White",,,Article,,,,"Michigan Nitrogen Deposition Gradient Study, University of Idaho",Text,application/pdf,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Zogg_1997_SSSAJ.pdf,zogg_1997_sssaj.pdf,pdf,https://doi.org/10.1007/s004420050239,https://objects.lib.uidaho.edu/nitrogen-gradient/small/zogg_1997_sssaj_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/zogg_1997_sssaj_th.jpg,
ng_pub_102,Belowground carbon dynamics in northern hardwood forests: Factors controlling respiration from roots and soil microorganisms,,1997,"Zogg, G.P.",,,Ph.D. Dissertation,,,,"Ph.D. Dissertation, University of Michigan, Ann Arbor",Text,,,,,,record,https://hdl.handle.net/2027.42/130405,,,
ng_pub_103,Latitudinal variation in sugar maple fine root respiration,,1996,"Burton, A.J., K.S. Pregitzer, G.P. Zogg, and D.R. Zak",,,Article,,,,"Canadian Journal of Forest Research, Volume 26, Numer 10, October 1996, https://doi.org/10.1139/x26-200",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Burton_1996_CJFR.pdf,burton_1996_cjfr.pdf,record,https://doi.org/10.1139/x26-200,https://objects.lib.uidaho.edu/nitrogen-gradient/small/burton_1996_cjfr_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/burton_1996_cjfr_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_104,Temporal and depth-related patterns of fine root dynamics in northern hardwood forests,,1996,"Hendrick, R.L. and K.S. Pregitzer",,,Article,,,,"Journal of Ecology, Volume 84, No. 2, April 1996, https://doi.org/10.2307/2261352",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Hendrick_1996_Ecology.pdf,hendrick_1996_ecology.pdf,record,https://doi.org/10.2307/2261352,https://objects.lib.uidaho.edu/nitrogen-gradient/small/hendrick_1996_ecology_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/hendrick_1996_ecology_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_105,Applications of minirhizotrons to understand root function in forests and other natural ecosystems,,1996,"Hendrick, R.L. and K.S. Pregitzer",,,Article,,,,"Plant Soil, Volume 185, September 1996, https://doi.org/10.1007/BF02257535",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Hendrick_1996_Plant_Soil.pdf,hendrick_1996_plant_soil.pdf,record,https://doi.org/10.1007/BF02257535,https://objects.lib.uidaho.edu/nitrogen-gradient/small/hendrick_1996_plant_soil_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/hendrick_1996_plant_soil_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_106,Relationships between soluble sugar concentrations in roots and ecosystem stress for the first-year sugar maple seedlings,,1996,"McLaughlin, J.W., S.T. Bagley, D.D. Reed, M.F. Jurgensen, and G.D. Mroz",,,Article,,,,"Water, Air, and Soil Pollution, Volume 88, March 1996, https://doi.org/10.1007/BF00157410",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/McLaughlin_1996_Water_Air_and_Soil_Pollution.pdf,mclaughlin_1996_water_air_and_soil_pollution.pdf,record,https://doi.org/10.1007/BF00157410,https://objects.lib.uidaho.edu/nitrogen-gradient/small/mclaughlin_1996_water_air_and_soil_pollution_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/mclaughlin_1996_water_air_and_soil_pollution_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_107,Nitrate deposition in northern hardwood forests and the N metabolism of <i>Acer saccharum</i>,,1996,"Rothstein, D.E., D.R. Zak, and K.S. Pregitzer",,,Article,,,,"Oecologia, Volume 108, October 1996, https://doi.org/10.1007/BF00334659",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Rothstein_96_Oecologia.pdf,rothstein_96_oecologia.pdf,record,https://doi.org/10.1007/BF00334659,https://objects.lib.uidaho.edu/nitrogen-gradient/small/rothstein_96_oecologia_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/rothstein_96_oecologia_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_108,Fine root respiration in northern hardwood forests in relation to temperature and nitrogen availability,,1996,"Zogg, G.P., D.R. Zak, and A.J. Burton, and K.S. Pregitzer",,,Article,,,,"Tree Physiology, Volume 16, Issue 8, August 1996, https://doi.org/10.1093/treephys/16.8.719",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Zogg_1996_Tree_Physiol.pdf,zogg_1996_tree_physiol.pdf,record,https://doi.org/10.1093/treephys/16.8.719,https://objects.lib.uidaho.edu/nitrogen-gradient/small/zogg_1996_tree_physiol_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/zogg_1996_tree_physiol_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_109,Nitrate saturation in northern hardwood forests: potential for nitrate leaching,,1995,"Govindarajulu, U.",,,M.S. Thesis,,,,"M.S. Thesis, University of Michigan, Ann Arbor",Text,,,,,,record,https://hdl.handle.net/2027.42/106278,,,
ng_pub_110,Dissolved organic carbon in northern hardwood stands with differing acidic inputs and temperature regimes,,1995,"Liechty, H.O., E. Kuuseoks, and G.D. Mroz",,,Article,,,,"Journal of Environmental Quality, Volume 24, Issue 5, September-October 1995, https://doi.org/10.2134/jeq1995.00472425002400050021x",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Liechty_1995_JEQ.pdf,liechty_1995_jeq.pdf,record,https://doi.org/10.2134/jeq1995.00472425002400050021x,https://objects.lib.uidaho.edu/nitrogen-gradient/small/liechty_1995_jeq_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/liechty_1995_jeq_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_111,Temperature effects on kinetics of microbial respiration and net nitrogen and sulfur mineralization,,1995,"MacDonald, N.W., D.R. Zak, and K.S. Pregitzer",,,Article,,,,"Soil Science Society of America Journal, Volume 59, Issue 1, January-February 1995, https://doi.org/10.2136/sssaj1995.03615995005900010036x",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/MacDonald_1995_SSSAJ.pdf,macdonald_1995_sssaj.pdf,record,https://doi.org/10.2136/sssaj1995.03615995005900010036x,https://objects.lib.uidaho.edu/nitrogen-gradient/small/macdonald_1995_sssaj_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/macdonald_1995_sssaj_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_112,Nitrate deposition in northern hardwood forests and the N metabolism of <i>Acer saccharum</i> Marsh,,1995,"Rothstein, D.E.",,,M.S. Thesis,,,,"M.S. Thesis, University of Michigan, Ann Arbor",Text,,,,,,record,https://hdl.handle.net/2027.42/114225,,,
ng_pub_113,Ecological implications of projected climate change scenarios in forest ecosystems of central North America,,1994,"Jones, E.A., D.D. Reed, and P.V. Desanker",,,Article,,,,"Agricultural and Forest Meteorology, Volume 72, Issues 1-2, December 1994, https://doi.org/10.1016/0168-1923(94)90089-2",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Jones_1994_Agric_For_Metogy.pdf,jones_1994_agric_for_metogy.pdf,record,https://doi.org/10.1016/0168-1923(94)90089-2,https://objects.lib.uidaho.edu/nitrogen-gradient/small/jones_1994_agric_for_metogy_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/jones_1994_agric_for_metogy_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_114,Evaluation of climate and forest growth models in Michigan,,1994,"Kuuseoks, E.",,,M.S. Thesis,,,,"M.S. Thesis, Michigan Technological University, Houghton",Text,,,,,,record,,,,
ng_pub_115,An evaluation of throughfall chemistry in northern hardwoods along an air pollution gradient.,,1994,"Liechty, H.O.",,,Ph.D. Dissertation,,,,"Ph.D. Dissertation, Michigan Technological University, Houghton",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications_Dissertation_Liechty.htm,,record,,,,
ng_pub_116,Sulfate adsorption in forest soils of the Great Lakes region,,1994,"MacDonald, N.W., A.J. Burton, J.A. Witter, and D.D. Richter",,,Article,,,,"Soil Science Societ of America Journal, Volume 58, Issue 5, September - October 1994, https://doi.org/10.2136/sssaj1994.03615995005800050039x",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/MacDonald_1994_SSSAJ.pdf,macdonald_1994_sssaj.pdf,record,https://doi.org/10.2136/sssaj1994.03615995005800050039x,https://objects.lib.uidaho.edu/nitrogen-gradient/small/macdonald_1994_sssaj_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/macdonald_1994_sssaj_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_117,Foliar amino acid accumulation as an indicator of ecosystem stress for first-year sugar maple seedlings,,1994,"McLaughlin, J.W., D.D. Reed, S.T. Bagley, M.F. Jurgensen, and G.D. Mroz",,,Article,,,,"Journal of Environmental Quality, Volume 23, Issue 1, January - February 1994, https://doi.org/10.2134/jeq1994.00472425002300010024x",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/McLaughlin_1994_JEQ.pdf,mclaughlin_1994_jeq.pdf,record,https://doi.org/10.2134/jeq1994.00472425002300010024x,https://objects.lib.uidaho.edu/nitrogen-gradient/small/mclaughlin_1994_jeq_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/mclaughlin_1994_jeq_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_118,Potential impacts of projected climate change scenarios on individual tree species in central North America,,1994,"Reed, D.D., E.A. Jones, and P.V. Desanker",,,Conference proceedings,,,,"Proceedings of the 13th International Congress of Biometeorology, Part 2, Volume I",Text,,,,,,record,,,,
ng_pub_119,Studying the effects of air pollution on forests along exposure gradients: experiences in the United States and opportunities for cooperation,,1994,"Reed, D.D., G.D. Mroz, H.O. Liechty, K.S. Pregitzer, A.J. Burton, D.R. Zak, J.A. Witter, and N.W. MacDonald",,,Conference proceedings,,,,Proceedings of the Conference on Climate and Atmospheric Deposition Studies in Forests,Text,,,,,,record,,,,
ng_pub_120,Productivity and growth efficiency in sugar maple forests,,1994,"Reed, D.D., K.S. Pregitzer, H.O. Liechty, A.J. Burton, and G.D. Mroz",,,Article,,,,"Forest Ecology and Management, Volume 70, Issues 1-3, December 1994, https://doi.org/10.1016/0378-1127(94)90097-3",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Reed_1994_For_Ecology_Mgnt.pdf,reed_1994_for_ecology_mgnt.pdf,record,https://doi.org/10.1016/0378-1127(94)90097-3,https://objects.lib.uidaho.edu/nitrogen-gradient/small/reed_1994_for_ecology_mgnt_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/reed_1994_for_ecology_mgnt_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_121,Foliar nutrients in sugar maple forests along a regional pollution-climate gradient,,1993,"Burton, A.J., K.S. Pregitzer, and N.W. MacDonald",,,Article,,,,"Soil Science Society of America Journal, Volume 57, Issue 6, November - December 1993, https://doi.org/10.2136/sssaj1993.03615995005700060036x",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Burton_1993_SSSAJ.pdf,burton_1993_sssaj.pdf,record,https://doi.org/10.2136/sssaj1993.03615995005700060036x,https://objects.lib.uidaho.edu/nitrogen-gradient/small/burton_1993_sssaj_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/burton_1993_sssaj_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_122,"The dynamics of fine root length, biomass and nitrogen content in two northern hardwood ecosystems",,1993,"Hendrick, R.L. and K.S. Pregitzer",,,Article,,,,"Canadian Journal of Forest Research, Volume 23, Number 12, December 1993, https://doi.org/10.1139/x93-312",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Hendrick_1993_CJFR.pdf,hendrick_1993_cjfr.pdf,record,https://doi.org/10.1139/x93-312,https://objects.lib.uidaho.edu/nitrogen-gradient/small/hendrick_1993_cjfr_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/hendrick_1993_cjfr_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_123,Patterns of fine root mortality in two sugar maple forests,,1993,"Hendrick, R.L. and K.S. Pregitzer",,,Article,,,,"Nature, Volume 361, January 1993, https://doi.org/10.1038/361059a0",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Hendrick_1993_Nature.pdf,hendrick_1993_nature.pdf,record,https://doi.org/10.1038/361059a0,https://objects.lib.uidaho.edu/nitrogen-gradient/small/hendrick_1993_nature_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/hendrick_1993_nature_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_124,Climate stress as a precursor to forest decline: paper birch in northern Michigan,,1993,"Jones, E.A., D.D. Reed, G.D. Mroz, H.O. Liechty, and P.J. Cattelino",,,Article,,,,"Canadian Journal of Forest Research, Volume 23, Number 2, February 1993, https://doi.org/10.1139/x93-030",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Jones_1993_CJFR.pdf,jones_1993_cjfr.pdf,record,https://doi.org/10.1139/x93-030,https://objects.lib.uidaho.edu/nitrogen-gradient/small/jones_1993_cjfr_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/jones_1993_cjfr_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_125,Width of sugar maple (<i>Acer saccharum</i>) tree rings as affected by climate,,1993,"Lane, C.J., D.D. Reed, G.D. Mroz, and H.O. Liechty",,,Article,,,,"Canadian Journal of Forest Research, Volume 23, Number 11, November 1993, https://doi.org/10.1139/x93-292",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Lane_1993_CJFR.pdf,lane_1993_cjfr.pdf,record,https://doi.org/10.1139/x93-292,https://objects.lib.uidaho.edu/nitrogen-gradient/small/lane_1993_cjfr_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/lane_1993_cjfr_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_126,Cation and anion fluxes in northern hardwood throughfall along an acidic deposition gradient,,1993,"Liechty, H.O., G.D. Mroz, and D.D. Reed",,,Article,,,,"Canadian Journal of Forest Research, Volume 23, Number 3, March 1993, https://doi.org/10.1139/x93-064",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Liechty_1993_CJFR.pdf,liechty_1993_cjfr.pdf,record,https://doi.org/10.1139/x93-064,https://objects.lib.uidaho.edu/nitrogen-gradient/small/liechty_1993_cjfr_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/liechty_1993_cjfr_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_127,"Relationships among atmospheric deposition throughfall, and soil properties in oak forest ecosystems",,1993,"MacDonald, N.W., J.A. Witter, A.J. Burton, K.S. Pregitzer, and D.D. Richter",,,Article,,,,"Canadian Journal of Forest Research, Volume 23, Number 11, November 1993, https://doi.org/10.1139/x93-289",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/MacDonald_1993_CJFR.pdf,macdonald_1993_cjfr.pdf,record,https://doi.org/10.1139/x93-289,https://objects.lib.uidaho.edu/nitrogen-gradient/small/macdonald_1993_cjfr_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/macdonald_1993_cjfr_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_128,"Fine root production, demography and turnover in northern hardwood forests (<i>Acer saccharum</i>)",,1992,"Hendrick, R.L.",,,Ph.D. Dissertation,,,,"Ph.D. Dissertation, Michigan State University, East Lansing",Text,,,,,,record,https://doi.org/doi:10.25335/w9tp-1a49,,,
ng_pub_129,The demography of fine roots in a northern hardwood forest,,1992,"Hendrick, R.L. and K.S. Pregitzer",,,Article,,,,"Ecology, Volume 73, Issue 3, June 1992, https://doi.org/10.2307/1940183",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Hendrick_1992_Ecology.pdf,hendrick_1992_ecology.pdf,record,https://doi.org/10.2307/1940183,https://objects.lib.uidaho.edu/nitrogen-gradient/small/hendrick_1992_ecology_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/hendrick_1992_ecology_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_130,Spatial variation in tree root distribution and growth associated with minirhizotrons,,1992,"Hendrick, R.L. and K.S. Pregitzer",,,Article,,,,"Plant Soil, Volume 143, June 1992, https://doi.org/10.1007/BF00007884",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Hendrick_1992_Plant_and_Soil.pdf,hendrick_1992_plant_and_soil.pdf,record,https://doi.org/10.1007/BF00007884,https://objects.lib.uidaho.edu/nitrogen-gradient/small/hendrick_1992_plant_and_soil_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/hendrick_1992_plant_and_soil_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_131,Effects of genotype on the response of <i>Populus tremuloides</i> Michigan to ozone and nitrogen deposition,,1992,"Karnosky, D.F., Z.E. Gagnon, D.D. Reed, and J.A. Witter",,,Article,,,,"Water, Air, and Soil Pollution, Volume 62, 1992, https://doi.org/10.1007/BF00480254",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Karnosky_1992_Water_Air_Soil_Poll.pdf,karnosky_1992_water_air_soil_poll.pdf,record,https://doi.org/10.1007/BF00480254,https://objects.lib.uidaho.edu/nitrogen-gradient/small/karnosky_1992_water_air_soil_poll_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/karnosky_1992_water_air_soil_poll_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_132,Ion leaching in forest ecosystems along a Great Lakes air pollution gradient,,1992,"MacDonald, N.W., A.J. Burton, H.O. Liechty, J.A. Witter, K.S. Pregitzer, G.D. Mroz and D.D. Richter",,,Article,,,,"Journal of Environmental Quality, Volume 21, Issue 4, October - December 1992, https://doi.org/10.2134/jeq1992.00472425002100040015x",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/MacDonald_1992_JEQ.pdf,macdonald_1992_jeq.pdf,record,https://doi.org/10.2134/jeq1992.00472425002100040015x,https://objects.lib.uidaho.edu/nitrogen-gradient/small/macdonald_1992_jeq_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/macdonald_1992_jeq_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_133,"First year sugar maple (<i>Acer saccharum</i> Marsh.) seedling nutrition, vesicular-arbuscular mycorrhizal colonization, physiology, and growth along an acidic depostion gradient in Michigan.",,1992,"McLaughlin, J.",,,Ph.D. Dissertation,,,,"Ph.D. Dissertation, Michigan Technological University, Houghton",Text,application/pdf,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/McLaughlin_dissertation_1992-Summary.pdf,mclaughlin_dissertation_1992-summary.pdf,pdf,https://objects.lib.uidaho.edu/nitrogen-gradient/mclaughlin_dissertation_1992-summary.pdf,https://objects.lib.uidaho.edu/nitrogen-gradient/small/mclaughlin_dissertation_1992-summary_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/mclaughlin_dissertation_1992-summary_th.jpg,
ng_pub_134,Foliar sulfur and nitrogen along an 800-km pollution gradient,,1992,"Pregitzer, K.S., A.J. Burton, G.D. Mroz, H.O. Liechty and N.W. MacDonald",,,Article,,,,"Canadian Journal of Forest Research, Volume 22, Number 11, November 1992, https://doi.org/10.1139/x92-230",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Pregitzer_1992_CJFR.pdf,pregitzer_1992_cjfr.pdf,record,https://doi.org/10.1139/x92-230,https://objects.lib.uidaho.edu/nitrogen-gradient/small/pregitzer_1992_cjfr_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/pregitzer_1992_cjfr_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_135,Sulfate adsorption and microbial immobilization in northern hardwood forests along an atmospheric deposition gradient,,1992,"Randlett, D.L., D.R. Zak, and N.W. MacDonald",,,Article,,,,"Canadian Journal of Forest Research, Volume 22, Number 12, December 1992, https://doi.org/10.1139/x92-241",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Randlett_1992_CJFR.pdf,randlett_1992_cjfr.pdf,record,https://doi.org/10.1139/x92-241,https://objects.lib.uidaho.edu/nitrogen-gradient/small/randlett_1992_cjfr_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/randlett_1992_cjfr_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_136,Leaf area and foliar biomass relationships in northern hardwood forests located along an 800 km acid deposition gradient,,1991,"Burton, A.J., K.S. Pregitzer and D.D. Reed",,,Article,,,,"Forest Science, Volume 37, Issue 4, September 1991, https://doi.org/10.1093/forestscience/37.4.1041",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Burton_1991_For_Sci.pdf,burton_1991_for_sci.pdf,record,https://doi.org/10.1093/forestscience/37.4.1041,https://objects.lib.uidaho.edu/nitrogen-gradient/small/burton_1991_for_sci_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/burton_1991_for_sci_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_137,Use of multivariate methods in forest research site selection,,1991,"Burton, A.J., C.W. Ramm, K.S. Pregitzer, and D.D. Reed",,,Article,,,,"Canadian Journal of Forest Research, Volume 21, Number 11, November 1991, https://doi.org/10.1139/x91-219",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Burton_1991_CJFR.pdf,burton_1991_cjfr.pdf,record,https://doi.org/10.1139/x91-219,https://objects.lib.uidaho.edu/nitrogen-gradient/small/burton_1991_cjfr_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/burton_1991_cjfr_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_138,Formation of sugar maple (<i>Acer saccharum </i>) tree rings as affected by climate,,1991,"Lane, C.J.",,,M.S. Thesis,,,,"M.S. Thesis, Michigan Technological University, Houghton",Text,,,,,,record,,,,
ng_pub_139,Effects of collection interval on quality of throughfall samples in two northern hardwood stands,,1991,"Liechty, H.O. and G.D. Mroz",,,Article,,,,"Journal of Environmental Quality, Volume 20, Issue 3, July - September 1991, https://doi.org/10.2134/jeq1991.00472425002000030014x",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Liechty_1991_JEQ.pdf,liechty_1991_jeq.pdf,record,https://doi.org/10.2134/jeq1991.00472425002000030014x,https://objects.lib.uidaho.edu/nitrogen-gradient/small/liechty_1991_jeq_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/liechty_1991_jeq_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_140,Variation in forest soil properties along a Great Lakes air pollution gradient,,1991,"MacDonald, N.W., A.J. Burton, M.F. Jurgensen, J.W. McLaughlin and G.D. Mroz",,,Article,,,,"Soil Science Society of America Journal, Volume 55, Issue 6, November - December 1991, https://doi.org/10.2136/sssaj1991.03615995005500060034x",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/MacDonald_1991_SSSAJ.pdf,macdonald_1991_sssaj.pdf,record,https://doi.org/10.2136/sssaj1991.03615995005500060034x,https://objects.lib.uidaho.edu/nitrogen-gradient/small/macdonald_1991_sssaj_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/macdonald_1991_sssaj_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_141,Criteria for atmospheric deposition gradient studies in the USSR,,1991,"Medlarz, S., D. Reed, and R. Noble",,,Article,,,,"Michigan Nitrogen Deposition Gradient Study, University of Idaho",Text,,,,,,record,,,,
ng_pub_142,Sugar maple seed production and nitrogen in litterfall,,1991,"Pregitzer, K.S. and A.J. Burton",,,Article,,,,"Canadian Journal of Forest Research, Volume 21, Number 7, July 1991, https://doi.org/10.1139/x91-161",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Pregitzer_1991_CJFR.pdf,pregitzer_1991_cjfr.pdf,record,https://doi.org/10.1139/x91-161,https://objects.lib.uidaho.edu/nitrogen-gradient/small/pregitzer_1991_cjfr_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/pregitzer_1991_cjfr_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_143,Sulfate adsorption and immobilization in Michigan northern hardwood forests.,,1991,"Randlett, D.",,,M.S. Thesis,,,,"M.S. Thesis, University of Michigan, Ann Arbor",Text,,,,,,record,https://hdl.handle.net/2027.42/114186,,,
ng_pub_144,Effects of air pollution on forest ecosystems.,,1991,"Reed, D.",,,Article,,,,"Society of American Foresters, Washington D.C.",Text,,,,,,record,,,,
ng_pub_145,Investigations of the effects of forest stress factors along exposure gradients in the United States,,1991,"Reed, D., S. Medlarz, and R. Noble",,,Article,,,,"Michigan Nitrogen Deposition Gradient Study, University of Idaho",Text,,,,,,record,,,,
ng_pub_146,Effects of multiple interactions on forests: approaches and examples,,1991,"Witter, J.A.",,,Article,,,,"Soc. Am. Foresters Proc., Washington D.C.",Text,,,,,,record,,,,
ng_pub_147,"Seasonal nitrogen and carbon concentrations in white, brown and woody fine roots of sugar maple (<i>Acer saccharum</i> Marsh)",,1990,"Goldfarb, D., R. Hendrick, and K. Pregitzer",,,Article,,,,"Plant and Soil, Volume 126, August 1990, https://doi.org/10.1007/BF00041381",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Goldfarb_1990_Plant_and_Soil.pdf,goldfarb_1990_plant_and_soil.pdf,record,https://doi.org/10.1007/BF00041381,https://objects.lib.uidaho.edu/nitrogen-gradient/small/goldfarb_1990_plant_and_soil_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/goldfarb_1990_plant_and_soil_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_148,Genetic implications of air pollution for forestry at present and future,,1990,"Karnosky, D.F. and F. Scholz",,,Conference proceedings,,,,"Proceedings of the 19th IUFRO World Congress, Division 1, 5-11 Aug. 1990",Text,,,,,,record,,,,
ng_pub_149,Comparison of cation leaching in five northern hardwood stands along an air pollution gradient using a throughfall modeling approach,,1990,"Liechty, H.O., D. Reed, G. Mroz, and M. Jurgensen",,,Conference proceedings,,,,"Proceedings of the 19th IUFRO World Congress, Division 1, 5-11 Aug. 1990",Text,,,,,,record,,,,
