objectid,filename,title,creator,description,date,date_archival,date is approximate?,subject,location,latitude,longitude,digital collection,source,identifier,digital_source,format,format original,display_template,type,rights,rightsstatement,language,object_location,image_small,image_thumb,extract_full_text
shitamae127,mg387_03_127.pdf,Letter to Shihei (George) Shitmamae from Midori Fujii [4],"Fujii, Midori","Letter from George Shihei Shitamae's great-niece, Midori, concerned about his health. Talks about camping trips they are taking soon and they are excited to hopefully be able to go into the swimming pool soon.",1944-07-11,7/11/1944,no,,,,,,George Shihei Shitamae papers,mg387_03_127,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_127.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_127_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_127_th.jpg,FALSE
shitamae129,mg387_03_129.jpg,Letter to Shihei (George) Shitamae [34],,Letter written in Japanese.,1944,1944,yes,,,,,,George Shihei Shitamae papers,mg387_03_129,,image/jpeg,,image,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn,https://objects.lib.uidaho.edu/shitamae/mg387_03_129.jpg,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_129_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_129_th.jpg,FALSE
shitamae130,mg387_03_130.pdf,Letter to Shihei (George) Shitamae [35],,Letter written in Japanese.,1944-08-30,8/30/1944,no,,,,,,George Shihei Shitamae papers,mg387_03_130,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn,https://objects.lib.uidaho.edu/shitamae/mg387_03_130.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_130_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_130_th.jpg,FALSE
shitamae131,mg387_03_131.jpg,Letter to Immigration & Naturalization Service US Department of Justice from Niroku Shitamae,"Shitamae, Niroku ""Frank""","Letter written to the Department of Justice by George Shihei Shitamae's brother, Niroku, explaining George's condition and is asking them to grant him release so he can get well with his family.",1944-06-05,6/5/1944,no,release; health; family life,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_131,,image/jpeg,,image,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_131.jpg,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_131_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_131_th.jpg,FALSE
shitamae132,mg387_03_132.jpg,Letter to Niroku Shitamae from the US Department of Justice,US Department of Justice,Letter from the Department of Justice stating that there is nothing they can do because George Shihei Shitamae's rehearing is already in place.,1944-06-12,6/12/1944,no,hearings (event); release; medical,"Philadelphia, Pennsylvania",39.9526,-75.1652,,George Shihei Shitamae papers,mg387_03_132,,image/jpeg,,image,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_132.jpg,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_132_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_132_th.jpg,FALSE
shitamae133,mg387_03_133.jpg,Letter from the Project Attorney to the US Department of Justice,US Department of the Interior,Letter stating that George Shihei Shitamae's niece has appealed for aid for arragning a rehearing.,1944-06-07,6/7/1944,no,hearings (event); release; medical,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_133,,image/jpeg,,image,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_133.jpg,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_133_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_133_th.jpg,FALSE
shitamae134,mg387_03_134.jpg,Letter from the Project Attorney to the US Department of Justice,US Department of the Interior,Letter stating that George Shihei Shitamae's niece has appealed for aid for arragning a rehearing and that he is in poor health and the family is wanting to take care of him.,1944-06-07,6/7/1944,no,,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_134,,image/jpeg,,image,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_134.jpg,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_134_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_134_th.jpg,FALSE
shitamae135,mg387_03_135.jpg,Letter to Shihei (George) Shitamae [36],,Letter written in Japanese.,1944-09-06,9/6/1944,no,,,,,,George Shihei Shitamae papers,mg387_03_135,,image/jpeg,,image,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn,https://objects.lib.uidaho.edu/shitamae/mg387_03_135.jpg,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_135_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_135_th.jpg,FALSE
shitamae136,mg387_03_136.pdf,Letter to Shihei (George) Shitamae [37],,Letter written in Japanese.,1944-08-01,8/1/1944,no,,,,,,George Shihei Shitamae papers,mg387_03_136,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn,https://objects.lib.uidaho.edu/shitamae/mg387_03_136.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_136_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_136_th.jpg,FALSE
shitamae137,mg387_03_137.pdf,Letter to Shihei (George) Shitamae [38],,Letter written in Japanese.,1944-05-28,5/28/1944,no,,,,,,George Shihei Shitamae papers,mg387_03_137,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn,https://objects.lib.uidaho.edu/shitamae/mg387_03_137.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_137_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_137_th.jpg,FALSE
shitamae138,mg387_03_138.pdf,Letter to Shihei (George) Shitamae [39],,Letter written in Japanese.,1944-06-20,6/20/1944,no,,,,,,George Shihei Shitamae papers,mg387_03_138,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn,https://objects.lib.uidaho.edu/shitamae/mg387_03_138.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_138_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_138_th.jpg,FALSE
shitamae139,mg387_03_139.pdf,Letter to Shihei (George) Shitamae [40],,Letter written in Japanese.,1944-07-11,7/11/1944,no,,,,,,George Shihei Shitamae papers,mg387_03_139,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn,https://objects.lib.uidaho.edu/shitamae/mg387_03_139.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_139_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_139_th.jpg,FALSE
shitamae140,mg387_03_140.pdf,Letter to Shihei (George) Shitamae [41],,Letter written in Japanese.,1944-07-01,7/1/1944,no,,,,,,George Shihei Shitamae papers,mg387_03_140,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn,https://objects.lib.uidaho.edu/shitamae/mg387_03_140.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_140_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_140_th.jpg,FALSE
