title,description,author,editors,date,subject,publisher,relation-is part of,source,contributing institution,resource identifier,rights,rightsstatement,type,format,language,date digital,cdm_url,cdmid,objectid,display_template,filename,object_location,image_small,image_thumb,errors
Aquatic Resources in the Nature Conservancy Portion of Silver Creek,"This report contains the findings of the aquatic systems of Silver Creek, including primary productivity, aquatic vascular plants, insects, and fish.","Francis, L.J.; Bjornn, T.C.",,1979-06-01,,"University of Idaho Forest, Wildlife and Range Experiment Station",Technical Report - June 1979 (No. 9),"Idaho SD12 I2 U37, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Idaho Cooperative Fishery Research Unit;,uifwre-tr09,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/128,128,fwres128,pdf,fwres128.pdf,https://objects.lib.uidaho.edu/fwres/fwres128.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres128_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres128_th.jpg,
Seaward Migration of Dworshak Hatchery Steelhead Trout in 1977 as Related to Rearing History,This report evaluates selected procedures for rearing and releasing steelhead trout at Dworshak National Fish Hatchery.,"Bjornn, T.C.; Hiebert, P.; Ringe, R.R.",,1979-06-01,,"University of Idaho Forest, Wildlife and Range Experiment Station",Technical Report - June 1979 (No. 10),"Idaho SD12 I2 U37, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",,uifwre-tr10,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/129,129,fwres129,pdf,fwres129.pdf,https://objects.lib.uidaho.edu/fwres/fwres129.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres129_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres129_th.jpg,
Updating Forest Road Maps with Panoramic Aerial Photography,The report discusses the use of panoramic high-altitude air photographs to clearly depict forest roads and trails using a conventional image-transfer device to compensate for panoramic distortion.,"Befort, W.A.; Heller, R.C.; Ulliman, J.J.",,1980-06-01,,"University of Idaho Forest, Wildlife and Range Experiment Station",Technical Report - June 1980 (No. 12),"Idaho SD12 I2 U37, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",,uifwre-tr12,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/130,130,fwres130,pdf,fwres130.pdf,https://objects.lib.uidaho.edu/fwres/fwres130.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres130_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres130_th.jpg,
Sites Characteristic of Lodgepole Pine and Stalactiform Blister Rust,The report presents the results of a study establishing the distribution of stalactiform blister rust in Idaho lodgepole pine forests and the environmental conditions in which the rust disease occurs.,"Beard, T.H.; Martin, N.E.",,1981-02-01,,"University of Idaho Forest, Wildlife and Range Experiment Station",Technical Report - February 1981 (No. 13),"Idaho SD12 I2 U37, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",,uifwre-tr13,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/131,131,fwres131,pdf,fwres131.pdf,https://objects.lib.uidaho.edu/fwres/fwres131.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres131_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres131_th.jpg,
Simplified Field Viewer for Panoramic Transparencies,The report provides information about a new field stereoviewing apparatus that employs commercially available stereoscopic eyeglasses instead of a conventional stereoscope.,"Befort, William A.",,1981-09-01,,"University of Idaho Forest, Wildlife and Range Experiment Station",Technical Report - September 1981 (No. 14),"Idaho SD12 I2 U37, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",,uifwre-tr14,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/132,132,fwres132,pdf,fwres132.pdf,https://objects.lib.uidaho.edu/fwres/fwres132.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres132_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres132_th.jpg,
User's Manual for Program Home Range Second Edition,"The manual contains a discussion of the philosophy of home range estimation and a brief review of the estimation methods, including their assumptions.  It provides instructions for using program HOME RANGE and a description of input/output formats.","Ackerman, Bruce; Leban, Frederick; Samuel, Michael; Garton, Edward",,1990-05-01,,"University of Idaho Forest, Wildlife and Range Experiment Station",Technical Report - May 1990 (No. 15),"Idaho SD12 I2 U37, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",,uifwre-tr15,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/133,133,fwres133,pdf,fwres133.pdf,https://objects.lib.uidaho.edu/fwres/fwres133.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres133_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres133_th.jpg,
Big Game-Livestock Relationships on the Bighorn Sheep Winter Range East Fork Salmon River Idaho,"The bulletin presents a historical record, description of habitat, and outline of winter range use patterns and relationships of bighorn sheep to mule deer and livestock for the East Fork Salmon River.","Lauer, Jerry L.; Peek, James M.",,1976-07-01,Ovis canadensis; Odocoileus hemionus; big game livestock;,"University of Idaho Forest, Wildlife and Range Experiment Station",Bulletin Number 12,"Idaho SD12.I2 B8, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","College of Forestry, Wildlife and Range Sciences;",uifwre-b12,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/134,134,fwres134,pdf,fwres134.pdf,https://objects.lib.uidaho.edu/fwres/fwres134.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres134_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres134_th.jpg,
User's Manual for Program Home Range,The manual outlines the HOME RANGE program used to calculate the area of an individual animal's normal activities.,"Samuel, Michael D.; John, D.; Garton, Edward O.; Nelson, Louis J.; Dixon, Kenneth R.",,1983-08-01,,"University of Idaho Forest, Wildlife and Range Experiment Station",Technical Report - August 1983 (No. 15),"Idaho SD12 I2 U37, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",,uifwre-tr15-1983,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/135,135,fwres135,pdf,fwres135.pdf,https://objects.lib.uidaho.edu/fwres/fwres135.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres135_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres135_th.jpg,
First Season Survival and Growth of Douglas-fir Planted in North Idaho Shrubfields,"The report discusses an experiment that compared first year survival, growth, and animal damage of Douglas fir seedlings planted under dense shrub competition against Douglas firs planted on adjacent cleared areas.","Christianson, Steven P.; Adams, David L.; Adams, Russell T.",,1984-07-01,,"University of Idaho Forest, Wildlife and Range Experiment Station",Technical Report - July 1984 (No. 16),"Idaho SD12 I2 U37, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",,uifwre-tr16,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/136,136,fwres136,pdf,fwres136.pdf,https://objects.lib.uidaho.edu/fwres/fwres136.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres136_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres136_th.jpg,
Using Environmental Assessments to Implement USDA Forest Service Timber Sale Policies,This report contains a study that examines USDA Forest Service timber sale environmental assessments as policy communication tools for sale implementation.,"Carbone, Joseph C.; Force, Jo Ellen",,1985-08-01,,"University of Idaho Forest, Wildlife and Range Experiment Station",Technical Report - August 1985 (No. 17),"Idaho SD12 I2 U37, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",,uifwre-tr17,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/137,137,fwres137,pdf,fwres137.pdf,https://objects.lib.uidaho.edu/fwres/fwres137.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres137_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres137_th.jpg,
Results of a Survey on Public Participation in National Forest Planning Processes,"The report provides the results of a survey addressing what kinds of people are participating in Forest Service planning and decision-making, why they get involved, and what methods of participation they prefer.","Williams, Kevin L.; Force, Jo Ellen",,1985-12-01,,"University of Idaho Forest, Wildlife and Range Experiment Station",Technical Report - December 1985 (No. 18),"Idaho SD12 I2 U37, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",,uifwre-tr18,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/138,138,fwres138,pdf,fwres138.pdf,https://objects.lib.uidaho.edu/fwres/fwres138.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres138_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres138_th.jpg,
