title,description,creator,date,subject,coverage,digital collection,holding institution,source,identifier,rights,rightsstatement,media type,type,format,digitization specifications,language,date digital,date created,date modified,cdm_url,cdmid,contentdm file name,contentdm file path,objectid,display_template,filename,object_location,image_small,image_thumb,errors
"The Family Tree : 1938, August","Vol. 2 No. 11, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1938-08,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,3808,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/104,104,105.pdf,/spec_pot/supp/104/index.pdf,spec_pot104,pdf,spec_pot104.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot104.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot104_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot104_th.jpg,""
"The Family Tree : 1938, September","Vol. 2 No. 12, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1938-09,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,3809,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/86,86,87.pdf,/spec_pot/supp/86/index.pdf,spec_pot86,pdf,spec_pot86.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot86.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot86_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot86_th.jpg,""
"The Family Tree : 1938, October","Vol. 2 No. 13, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1938-10,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,3810,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/95,95,96.pdf,/spec_pot/supp/95/index.pdf,spec_pot95,pdf,spec_pot95.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot95.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot95_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot95_th.jpg,""
"The Family Tree : 1938, November","Vol. 3 No. 02, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1938-11,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,3811,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/113,113,114.pdf,/spec_pot/supp/113/index.pdf,spec_pot113,pdf,spec_pot113.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot113.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot113_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot113_th.jpg,""
"The Family Tree : 1938, December","Vol. 3 No. 03, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1938-12,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,3812,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/122,122,123.pdf,/spec_pot/supp/122/index.pdf,spec_pot122,pdf,spec_pot122.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot122.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot122_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot122_th.jpg,""
"The Family Tree : 1939, January","Vol. 3 No. 4, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1939-01,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,3901,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/131,131,132.pdf,/spec_pot/supp/131/index.pdf,spec_pot131,pdf,spec_pot131.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot131.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot131_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot131_th.jpg,""
"The Family Tree : 1939, February","Vol. 3 No. 5, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1939-02,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,3902,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/223,223,224.pdf,/spec_pot/supp/223/index.pdf,spec_pot223,pdf,spec_pot223.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot223.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot223_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot223_th.jpg,""
"The Family Tree : 1939, March","Vol. 3 No. 6, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1939-03,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,3903,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/140,140,141.pdf,/spec_pot/supp/140/index.pdf,spec_pot140,pdf,spec_pot140.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot140.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot140_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot140_th.jpg,""
"The Family Tree : 1939, April","Vol. 3 No. 7, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1939-04,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,3904,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/149,149,150.pdf,/spec_pot/supp/149/index.pdf,spec_pot149,pdf,spec_pot149.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot149.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot149_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot149_th.jpg,""
"The Family Tree : 1939, May","Vol. 3 No. 8, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1939-05,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,3905,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/167,167,168.pdf,/spec_pot/supp/167/index.pdf,spec_pot167,pdf,spec_pot167.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot167.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot167_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot167_th.jpg,""
"The Family Tree : 1939, June","Vol. 3 No. 9, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1939-06,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,3906,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/185,185,186.pdf,/spec_pot/supp/185/index.pdf,spec_pot185,pdf,spec_pot185.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot185.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot185_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot185_th.jpg,""
"The Family Tree : 1939, July","Vol. 3 No. 10, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1939-07,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,3907,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-03,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/194,194,195.pdf,/spec_pot/supp/194/index.pdf,spec_pot194,pdf,spec_pot194.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot194.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot194_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot194_th.jpg,""
