title,objectid,parentid,description,creator,recipient,date,date-is-approximate,latitude,longitude,location,latitude-received,longitude-received,location-received,subject,digital collection,contributing institution,source,rights,format-original,type,format,language,identifier,filename,rightsstatement,display_template,object_location,image_small,image_thumb
Henry Clark letter to Richard Dodson 1934-08-05,dodson0100,,"Typewritten letter from Henry Clark to Richard Dodson. Clark thanks Dodson for writing and for his photo, asking Dodson to continue to write often (once a month).","Clark, Henry","Dodson, Richard W.",1934-08-05,,39.759911,-104.9657,"Denver, Colorado",,,,letters (correspondence); science fiction; questionnaires,The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence,Text,application/pdf,eng,dodson-12-1934-08-05,dodson-12-1934-08-05.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-12-1934-08-05.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-12-1934-08-05_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-12-1934-08-05_th.jpg
Eric Rocker Eddison letter to Richard Dodson 1934-01-21,dodson0101,,"Handwritten letter from Eric Rocker Eddison to Richard Dodson. Eddison thanks Dodson for his letter then talks about SF, he signs the bottom of the letter so Dodson can have his autograph.","Eddison, Eric Rocker","Dodson, Richard W.",1934-01-21,,51.505904,-0.197276,"Campden Hill, England",40. 190948,-92.577904,"Kirksville, Missouri",science fiction; magazines (periodicals); publishing; authors; books,The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence; handwritten letter,Text,application/pdf,eng,dodson-09-1934-01-21,dodson-09-1934-01-21.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-09-1934-01-21.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-09-1934-01-21_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-09-1934-01-21_th.jpg
Ship Drawings,dodson0102,,Document and drawing detailing designs for a ship,unknown,,,,,,,,,,letters (correspondence); science fiction,The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence,Text,application/pdf,eng,dodson-12-shipdrawings,dodson-12-shipdrawings.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-12-shipdrawings.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-12-shipdrawings_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-12-shipdrawings_th.jpg
Richard Dodson letter to John W. Campbell Jr. 1940-04-14,dodson0103,,"Typewritten letter from Richard Dodson to John W. Campbell Jr. Dodson says he was currently too involved in research to consider writing a science fact article but perhaps he would in the future. He mentions his research, compliments Campbell on the quality of stories published in Amazing Science Fiction (ASF), and says he has been a long time fan of the magazine.","Dodson, Richard W.","Campbell, John W. Jr.",1940-04-14,,,,,40.739617,-73.998351,"New York, New York",science fiction; magazines (periodicals); fanzines; publishing; authors; books,The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence; typewritten letter,Text,application/pdf,eng,dodson-09-1940-04-14,dodson-09-1940-04-14.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-09-1940-04-14.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-09-1940-04-14_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-09-1940-04-14_th.jpg
Henry Clark letter to Richard Dodson 1932-08-11,dodson0104,,"Typewritten letter from Henry Clark to Richard Dodson. Clark reminds Dodson to fill out the questionaire, giving him the contact information of another new member to meet with.","Clark, Henry","Dodson, Richard W.",1932-08-11,,39.759911,-104.9657,"Denver, Colorado",40.1948,-92.5832,"Kirksville, Missouri",letters (correspondence); colleges (institutions),The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence,Text,application/pdf,eng,dodson-12-1932-08-11,dodson-12-1932-08-11.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-12-1932-08-11.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-12-1932-08-11_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-12-1932-08-11_th.jpg
Review of author E. R. Eddison 1935-03-17,dodson0105,,"A review of ""Mistress of Mistresses,"" written by E. R. Eddison. The end of the document has a chemical equation written on it.","Wolfe, Humbert",,1935-03-17,,,,,,,,authors; writing; reviews (documents); science fiction,The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",newspaper,Text,application/pdf,eng,dodson-13-1935-03-17,dodson-13-1935-03-17.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-13-1935-03-17.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-13-1935-03-17_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-13-1935-03-17_th.jpg
Abraham Merritt letter to Richard Richard Dodson,dodson0106,,"Handwritten Letter from Abraham Merritt (1884-1943) to Richard Dodson, talking about his procrastination and reasons for it.","Merritt, Abraham","Dodson, Richard W.",,,,,,,,,publishing; authors; books,The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence,Text,application/pdf,eng,dodson-11-undated03,dodson-11-undated03.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-11-undated03.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-11-undated03_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-11-undated03_th.jpg
Edward Elmer Smith letter to Richard Dodson 1939-10-01,dodson0107,,"Typewritten letter from E. E. ""Doc"" Smith to Richard Dodson. Smith writes to Dodson who now has a doctorate, and congratulates him on his new job working on uranium fission. Smith then talks about his new story ""Gray Lensman"" and the progress of writing another story at the request of the editor of ""Astounding"". Smith also talks about his upcoming interview for a SF fan magazine.","Smith, Edward Elmer","Dodson, Richard W.",1939-10-01,,42.249683,-84.414689,"Jackson, Michigan",,,,"science fiction; physics, writing",The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence; typewritten letter,Text,application/pdf,eng,dodson-04-1939-10-01,dodson-04-1939-10-01.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-04-1939-10-01.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-04-1939-10-01_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-04-1939-10-01_th.jpg
Henry Clark letter to Richard Dodson 1932-07-06,dodson0108,,"Typewritten letter from Henry Clark to Richard Dodson. Clark requests that Dodson fills out and returns a questionaire, then he recommends a story to him.","Clark, Henry","Dodson, Richard W.",1932-07-06,,39.759911,-104.9657,"Denver, Colorado",,,,letters (correspondence); science (modern discipline); science fiction,The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence,Text,application/pdf,eng,dodson-12-1932-07-06,dodson-12-1932-07-06.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-12-1932-07-06.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-12-1932-07-06_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-12-1932-07-06_th.jpg
Edward Elmer Smith letter to Richard Dodson 1946-01-09,dodson0109,,"Typewritten letter from E. E. ""Doc"" Smith to Richard Dodson. Smith talks about his new job after the war, Smith then talks about his last book in the ""Lensman"" series.","Smith, Edward Elmer","Dodson, Richard W.",1946-01-09,,41.936839,-87.734659,"Chicago, Illinois",,,,world wars; writing,The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence; typewritten letter,Text,application/pdf,eng,dodson-04-1946-01-09,dodson-04-1946-01-09.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-04-1946-01-09.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-04-1946-01-09_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-04-1946-01-09_th.jpg
Edward Elmer Smith letter to Richard Dodson 1933-08-29,dodson0110,,"Typewritten letter from E. E. ""Doc"" Smith to Richard Dodson. Smith discusses plans for Dodson to visit then answers questions about ""Triplanetary"" being published in ""Amazing Stories"" soon.","Smith, Edward Elmer","Dodson, Richard W.",1933-08-29,,41.921672,-84.638791,"Hillsdale, Michigan",,,,science fiction; authors,The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence; typewritten letter,Text,application/pdf,eng,dodson-04-1933-08-29,dodson-04-1933-08-29.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-04-1933-08-29.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-04-1933-08-29_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-04-1933-08-29_th.jpg
Julius Unger letter to Richard Dodson 1946-02-19,dodson0111,,"Handwritten postcard from Julius Unger to Richard Dodson. Unger was an early science fiction bookseller. Dodson requests a few copies of Astounding, and thanks Unger for forwarding a letter to Smith.","Unger, Julius","Dodson, Richard W.",1946-02-19,,40.611611,-73.976321,"Brooklyn, New York",35.686974,-105.937798,"Santa Fe, New Mexico",science fiction; publishing; magazines (periodicals); stories,The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence; postcard,Text,application/pdf,eng,dodson-09-1946-02-19,dodson-09-1946-02-19.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-09-1946-02-19.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-09-1946-02-19_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-09-1946-02-19_th.jpg
Harry Bates letter to Richard Dodson 1931-05-20,dodson0112,,"Typewritten letter from Harry Bates to Richard Dodson. Bates tells Dodson that he will not be publishing Mr. Russell's letter about ""Skylark Three"".","Bates, Harry","Dodson, Richard W.",1931-05-20,,40.717411,-74.00211,New York,40.190948,-92.577904,"Kirksville, Missouri",science fiction; authors; books; autographs,The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence; typewritten letter,Text,application/pdf,eng,dodson-09-1931-05-20,dodson-09-1931-05-20.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-09-1931-05-20.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-09-1931-05-20_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-09-1931-05-20_th.jpg
Desmond Hall letter to Richard Dodson 1934-08-13,dodson0113,,"Typewritten letter from Desmond Hall (associate editor of Astounding Stories) to Richard Dodson. A letter from Hall thanking Dodson for his commentary on ""Astounding Stories"".","Hall, Desmond","Dodson, Richard W.",1934-08-13,,40.190714,-92.574642,"New York, New York",,,"Kirksville, Missouri",science fiction; magazines (periodicals); fanzines; publishing; authors; books,The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence; typewritten letter,Text,application/pdf,eng,dodson-09-1934-08-13,dodson-09-1934-08-13.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-09-1934-08-13.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-09-1934-08-13_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-09-1934-08-13_th.jpg
John W. Campbell Jr. letter to Richard Dodson 1933-04-09,dodson0114,,Typewritten letter from John W. Campbell Jr. to Richard Dodson. Campbell talks about his ideas for the future of SF. He then talks about his college and a planned prank via chemistry.,"Campbell, John W. Jr.","Dodson, Richard W.",1933-04-09,,36.017107,-78.910724,"Durham, North Carolina",40.190948,-92.577904,"Kirksville, Missouri",science fiction; magazines (periodicals); publishing; authors; books,The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence; typewritten letter,Text,application/pdf,eng,dodson-09-1933-04-09,dodson-09-1933-04-09.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-09-1933-04-09.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-09-1933-04-09_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-09-1933-04-09_th.jpg
Review of author C. C. Campbell,dodson0115,,"A review of ""Age,"" written by C. C. Campbell",unknown,,,,,,,,,,authors; writing; reviews (documents); science fiction,The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",magazine,Text,application/pdf,eng,dodson-13-undated01,dodson-13-undated01.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-13-undated01.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-13-undated01_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-13-undated01_th.jpg
Julius Schwartz letter to Richard Dodson 1931-07-10,dodson0116,,Typewritten letter from Julius Schwartz to Richard Dodson. Schwartz congratulates Dodson on getting a job then talks about some recent stories he'd read. He then tells Dodson some information about another author.,"Schwarz, Julius","Dodson, Richard W.",1931-07-10,,40.856426,-73.894919,"New York, New York",,,,science fiction; autographs,The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence; typewritten letter,Text,application/pdf,eng,dodson-09-1931-07-10,dodson-09-1931-07-10.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-09-1931-07-10.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-09-1931-07-10_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-09-1931-07-10_th.jpg
Clark Ashton Smith letter to Richard Dodson 1944-11-01,dodson0117,,"Typewritten postcard from Clark Ashton Smith to Richard Dodson. Smith promises to write Dodson soon, stating that he has been busy.","Smith, Clark Ashton","Dodson, Richard W.",1934-11-01,,38.895272,-121.075958,"Auburn, California",34.13908,-118.13074,"Pasadena, California",writing,The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence; postcard,Text,application/pdf,eng,dodson-10-1934-11-01,dodson-10-1934-11-01.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-10-1934-11-01.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-10-1934-11-01_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-10-1934-11-01_th.jpg
Julius Schwartz letter to Richard Dodson 1931-12-10,dodson0118,,"Typewritten letter from Julius Schwartz to Richard Dodson. Schwartz tells Dodson he received his subscription payment to the new publication he is starting called ""The Time Traveller (TTT)"", Dodson is one of the first to subscribe. After that he talks about recent SF publications and stories, as well as the release and reception of Universal Pictures' ""Frankenstein"".","Schwarz, Julius","Dodson, Richard W.",1931-12-10,,40.856426,-73.894919,"New York, New York",,,,science fiction; magazines (periodicals); publishing; authors; books,The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence; typewritten letter,Text,application/pdf,eng,dodson-09-1931-12-10,dodson-09-1931-12-10.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-09-1931-12-10.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-09-1931-12-10_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-09-1931-12-10_th.jpg
Julius Schwartz letter to Richard Dodson 1931-06-01,dodson0119,,"Typewritten letter from Julius Schwartz to Richard Dodson. Schwartz explains how he knows so much about various authors and tells him how he began reading ""Amazing Stories"". He then gives Dodson information on Eshbach.","Schwarz, Julius","Dodson, Richard W.",1931-06-01,,40.856426,-73.894919,"New York, New York",,,,science fiction; publishing; authors,The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence; typewritten letter,Text,application/pdf,eng,dodson-09-1931-06-01,dodson-09-1931-06-01.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-09-1931-06-01.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-09-1931-06-01_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-09-1931-06-01_th.jpg
Edward Elmer Smith letter to Richard Dodson 1931-07-30,dodson0120,,"Typewritten letter from E. E. ""Doc"" Smith to Richard Dodson. Smith talks about his plans for ""Spacehounds"" and his future plans for the ""Skylark"" series. Smith talks about his difficulties in continuing ""Skylark"" and how he plans for the third edition to be the last.","Smith, Edward Elmer","Dodson, Richard W.",1931-07-30,,41.921672,-84.638791,"Hillsdale, Michigan",,,,science fiction; authors,The Richard W. Dodson Collection of Science Fiction,University of Idaho,University of Idaho Library Special Collections and Archives,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",correspondence; typewritten letter,Text,application/pdf,eng,dodson-01-1931-07-30,dodson-01-1931-07-30.pdf,http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/dodson/dodson-01-1931-07-30.pdf,https://objects.lib.uidaho.edu/dodson/small/dodson-01-1931-07-30_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-01-1931-07-30_th.jpg
