objectid,title,creator,date,abstract,description,subject,location,department,publisher,source,identifier,format_original,type,format,language,link,rights,rightsstatement,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,display_template,filename,object_location,image_small,image_thumb
ir0097,2012 Wildfire Statistics,Jay O'Laughlin,2013,,Policy Analysis Group Fact Sheet - University of Idaho College of Natural Resources,wildfires; forest fires; wildfire management;,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/97,97,90.pdf,/IR/image/90.pdf,pdf,ir0097.pdf,https://objects.lib.uidaho.edu/ir/ir0097.pdf,https://objects.lib.uidaho.edu/ir/small/ir0097_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0097_th.jpg
ir0098,Federal Land as a Percentage of Total State Land Area,Jay O'Laughlin,2011,,Policy Analysis Group Fact Sheet - University of Idaho College of Natural Resources,state land; land management,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/98,98,91.pdf,/IR/image/91.pdf,pdf,ir0098.pdf,https://objects.lib.uidaho.edu/ir/ir0098.pdf,https://objects.lib.uidaho.edu/ir/small/ir0098_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0098_th.jpg
ir0099,Analysis of Procedures for Residential Real Estate (Cottage Site) Leases on Idaho's Endowment Lands,Philip S. Cook; Jay O'Laughlin,2008,"Idaho's endowment trust assets include 354 cottage site lots on Priest Lake and 168 cottage site lots on Payette Lake. The state leases the lots, and lessees are authorized to construct and own single-family residences on the sites. The cottage sites are to be managed, like all endowment trust assets, to provide maximum long term financial return to the trust beneficiaries, primarily public schools. The State Board of Land Commissioners (Land Board) is the trustee for endowment trust assets and is mandated to insure that each leased lot generates market rent throughout the duration of the lease. Maximizing financial return to endowment land assets by obtaining market rent for cottage site leases raises several issues.",Policy Analysis Group Report - University of Idaho College of Natural Resources,real estate; environmental policy; leases,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/99,99,92.pdf,/IR/image/92.pdf,pdf,ir0099.pdf,https://objects.lib.uidaho.edu/ir/ir0099.pdf,https://objects.lib.uidaho.edu/ir/small/ir0099_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0099_th.jpg
ir0100,Economic Contribution of Idaho's Natural Resources,Kelly Wendland; Jay O'Laughlin,2014,,Policy Analysis Group Fact Sheet - University of Idaho College of Natural Resources,forest products; ecomomic analysis;,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/100,100,93.pdf,/IR/image/93.pdf,pdf,ir0100.pdf,https://objects.lib.uidaho.edu/ir/ir0100.pdf,https://objects.lib.uidaho.edu/ir/small/ir0100_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0100_th.jpg
ir0101,"Conditions for Idaho's Forest Products Industry Improved in 2013, a Trend Expected to Continue in 2014",Jay O'Laughlin,2014,,Policy Analysis Group Fact Sheet - University of Idaho College of Natural Resources,forest products; ecomomic analysis;,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/101,101,94.pdf,/IR/image/94.pdf,pdf,ir0101.pdf,https://objects.lib.uidaho.edu/ir/ir0101.pdf,https://objects.lib.uidaho.edu/ir/small/ir0101_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0101_th.jpg
ir0102,Off-Highway Vehicle and Snowmobile Management in Idaho,Philip S. Cook; Jay O'Laughlin,2008,Recreational use of off-highway vehicles (OHVs) and snowmobiles has been one of the fastest growing forms of outdoor recreation in the U.S. and Idaho. The objective of this analysis is to provide policy-relevant information and alternatives for improving OHV and snowmobile policies and management in Idaho.,Policy Analysis Group Report - University of Idaho College of Natural Resources,vehicles; roads; public roads; forest roads,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/102,102,95.pdf,/IR/image/95.pdf,pdf,ir0102.pdf,https://objects.lib.uidaho.edu/ir/ir0102.pdf,https://objects.lib.uidaho.edu/ir/small/ir0102_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0102_th.jpg
ir0103,Environmental Benefits of Using Biomass as an Energy Feedstock,Jay O'Laughlin,2009,,Policy Analysis Group Fact Sheet - University of Idaho College of Natural Resources,biomass; biofuels,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/103,103,96.pdf,/IR/image/96.pdf,pdf,ir0103.pdf,https://objects.lib.uidaho.edu/ir/ir0103.pdf,https://objects.lib.uidaho.edu/ir/small/ir0103_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0103_th.jpg
ir0104,"Idaho's Forest Products Business Sector: Contributions, Challenges, and Opportunities.",Philip S. Cook; Jay O'Laughlin,2006,"Forests, logging, and the manufacture of forest products have long been parts of Idaho's history, economy, and culture. This report identifies the current contributions of the forest products business sector to Idaho, the challenges and opportunities the sector faces, and public policy opportunities that might enhance the sector's contributions in the future.",Policy Analysis Group Report - University of Idaho College of Natural Resources,environmental policy; forest products; forest products industry,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/104,104,97.pdf,/IR/image/97.pdf,pdf,ir0104.pdf,https://objects.lib.uidaho.edu/ir/ir0104.pdf,https://objects.lib.uidaho.edu/ir/small/ir0104_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0104_th.jpg
ir0105,High Forest Mortality and Low Timber Removal Rates in the Western States Promise Hazardous Fuel Accumulations and Big Fires,Jay O'Laughlin,2011,Prepared by Jay O'Laughlin for the 46th Annual Meeting of the Western Forest Economists (revised May 2011),Policy Analysis Group Fact Sheet - University of Idaho College of Natural Resources,plant diseases; wildfires; fuel management,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/105,105,98.pdf,/IR/image/98.pdf,pdf,ir0105.pdf,https://objects.lib.uidaho.edu/ir/ir0105.pdf,https://objects.lib.uidaho.edu/ir/small/ir0105_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0105_th.jpg
ir0106,Delisting Endangered Species: Process Analysis and Idaho Case Studies,Mark McClure; Philip S. Cook; Jay O'Laughlin,2005,"Delisting is the process by which the protections provided by the Endangered Species Act are removed. This report describes the listing and delisting processes and examines the roles the public plays in each. It examines the roles state and federal agencies have in the management of wildlife and plants in relation to delisting. The report also analyzes the prospects for threatened and endangered species recovery and delisting in Idaho, and concludes by providing some alternative ideas about recovering species and managing them after delisting.",Policy Analysis Group Report - University of Idaho College of Natural Resources,endangered species; environmental policy,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-24,2015-11-24,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/106,106,99.pdf,/IR/image/99.pdf,pdf,ir0106.pdf,https://objects.lib.uidaho.edu/ir/ir0106.pdf,https://objects.lib.uidaho.edu/ir/small/ir0106_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0106_th.jpg
ir0107,"Idaho's Endowment Lands: A Matter of Sacred Trust, Second Edition",Jay O'Laughlin; Stanley F. Hamilton; Philip S. Cook,2011,"In 1969, the commissioner of the Idaho Department of Public Lands - a predecessor of today's Idaho Department of Lands - described in a published letter to Idaho's governor a troublesome problem the agency faced in managing the state's endowment lands:   ""Evidence strongly suggests a lack of knowledge and understanding of the term 'state lands,' These lands are, at times, referred to as, 'public lands,' 'grant lands,' 'school lands,' 'endowment lands,' etc. Irregardless of the term used to describe them, there appears to be a general misconception as to how they were acquired, their purpose and dedication, and their disposition.""  By providing the people of Idaho with a guide to understanding the land grant endowment trusts administered by the Idaho State Board of Land Commissioners (Land Board) this report, like its first edition in 1990, attempts to overcome that problem. The body of assets (or ""corpus"") in the endowment trusts consists of three principal assets: 2.5 million acres of land managed by the Idaho Department of Lands (IDL), a Permanent Fund consisting of financial assets that ""shall forever remain inviolate and intact,"" and an Earnings Reserve Fund from which distributions are made to beneficiary institutions. The financial trust funds are administered by the Endowment Fund Investment Board (EFIB).",Policy Analysis Group Report - University of Idaho College of Natural Resources,state land; environmental policy,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2016-03-30,2016-03-30,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/107,107,108.pdf,/IR/image/108.pdf,pdf,ir0107.pdf,https://objects.lib.uidaho.edu/ir/ir0107.pdf,https://objects.lib.uidaho.edu/ir/small/ir0107_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0107_th.jpg
ir0108,Hispanics: An Overview,University of Idaho McClure Center for Public Policy Research,2016,"Like the rest of the nation, Idaho is becoming more diverse, mainly because of its growing Hispanic population. In 2014, Idaho had nearly 200,000 Hispanic residents. They made up roughly 12% of the state’s total population, compared to 17% of the nation as a whole. In terms of the share of Hispanics today, Idaho is roughly where the U.S. was in 2000, when 13% of U.S. residents were Hispanic. Most of Idaho’s Hispanics (70%) were born in the U.S., and most (79%) are U.S. citizens. Immigrants who came to the U.S. since 2010 make up only 2% of Idaho’s Hispanic population. The median age among Idaho’s Hispanics was 24 in 2014, compared to 38 among non-Hispanics. This is the first of three updated reports on Idaho’s Hispanic population. The next two reports will focus on education and the labor force.",Policy brief from the James A. & Louise McClure Center for Public Policy Research,Hispanic Americans,,,,,"Idaho at a Glance. January 2016, Vol.7, No. 2",text,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2016-04-05,2016-04-05,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/108,108,109.pdf,/IR/image/109.pdf,pdf,ir0108.pdf,https://objects.lib.uidaho.edu/ir/ir0108.pdf,https://objects.lib.uidaho.edu/ir/small/ir0108_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0108_th.jpg
