objectid,title,creator,editors,photographs,illustrations,graphic design,board of directors,date,date is approximate,description,subject,location,latitude,longitude,source,type,format original,format,digital collection,contributing institution,identifier,filename,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,cdm_url,cdmid
moscowcoop0023,Community News November 2009,Moscow Food Co-op,"London, Bill","Hall, David","Rate, Lucas","Prusynski, Megan","Vincent, Kimberly; Beck, Bill; Wilkinson, Donal; Ryan, Kathleen; Thompson, Joe; Macfarlane, Gary; Caudill, Chris",2009-11,,,newsletters; cooperatives (business enterprises); breakfasts; chicken coops,"Moscow, Idaho",46.73065303,-117.0002235,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",Text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,communitynews-2009nov,communitynews-2009nov.pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/communitynews-2009nov.pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-2009nov_sm.jpg,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-2009nov_sm.jpg,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/22,22
moscowcoop0024,Community News August/September 2009,Moscow Food Co-op,"London, Bill","Hall, David","Rate, Lucas","Prusynski, Megan","Vincent, Kimberly; Beck, Bill; Wilkinson, Donal; Ryan, Kathleen; Thompson, Joe; Macfarlane, Gary; Caudill, Chris",2009-09,,,newsletters; cooperatives (business enterprises); documentary (film); continuing education; chicken coops,"Moscow, Idaho",46.73065303,-117.0002235,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",Text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,communitynews-2009aug-sept,communitynews-2009aug-sept.pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/communitynews-2009aug-sept.pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-2009aug-sept_sm.jpg,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-2009aug-sept_sm.jpg,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/23,23
moscowcoop0025,Community News September 2007,Moscow Food Co-op,"London, Bill","Hall, David","Sowards, Elizabeth Carney","Prusynski, Megan","Vincent, Kim; Beck, Bill; Wilkinson, Donal; Ryan, Kathleen; Thompson, Joe; Macfarlane, Gary; Caudill, Chris",2007-09,,,newsletters; cooperatives (business enterprises); organic gardening; Crataegus (genus),"Moscow, Idaho",46.73065303,-117.0002235,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",Text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,communitynews-2007sept,communitynews-2007sept.pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/communitynews-2007sept.pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-2007sept_sm.jpg,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-2007sept_sm.jpg,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/24,24
moscowcoop0026,Community News May 1992,Moscow Food Co-op,"McPherson, Jim",,,"Palmer, Pam","Harvey-Marose, Peg; Swett, Sara; Adams, Anne; Siess, Kris; Rosenthal, Mare; Brandenberg, Andrea; Mancini, George; Trivelpiece, Jim",1992-05,,,newsletters; cooperatives (business enterprises); chocolate; hunting trophies,"Moscow, Idaho",46.7325657,-117.0068186,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",Text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,newsletter_1992may,newsletter_1992may.pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/newsletter_1992may.pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/newsletter_1992may_sm.jpg,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/newsletter_1992may_sm.jpg,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/25,25
moscowcoop0027,Community News December 1993,Moscow Food Co-op,"London, Bill",,"Ruth, Paula","Palmer, Pam","Harvey-Marose, Peg; Swett, Sarah; Rosenthal, Mare; Adams, Anne; Burns, Ari; Harvey, Jeanne; Pittenger, Dean; Tathum, Suzanne",1993-12,,,newsletters; cooperatives (business enterprises); apples (fruits); holiday cards,"Moscow, Idaho",46.7325657,-117.0068186,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",Text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,communitynews-1993dec,communitynews-1993dec.pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/communitynews-1993dec.pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-1993dec_sm.jpg,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-1993dec_sm.jpg,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/26,26
moscowcoop0028,Community News January 1998,Moscow Food Co-op,"London, Bill","Canary, Linda","Maut, Heidi; Riley, Kelly","Grinde, Kate","Ogle, Nick; Cressler, Mike; Moffitt, Chris; Reich, Vicki; Stannard, Sandy",1998-01,,,newsletters; cooperatives (business enterprises); vegetables; cheese,"Moscow, Idaho",46.7325657,-117.0068186,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",Text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,communitynews-1998jan,communitynews-1998jan.pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/communitynews-1998jan.pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-1998jan_sm.jpg,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-1998jan_sm.jpg,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/27,27
moscowcoop0029,Community News April 2004,Moscow Food Co-op,"London, Bill; Monroe, Julie",,"Robinson-Smith, Debi","Maxwell, Jill","Forbes, Mike; Bridges, George; Beaver, Theresa; Hoffman, Bonnie; Kingery, Margaret; Pingree, Llewellyn; Mumford, Mark",2004-04,,,newsletters; cooperatives (business enterprises); bicycles; spring (season); beer (beverage),"Moscow, Idaho",46.73203791,-116.9990522,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",Text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,communitynews-2004apr,communitynews-2004apr.pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/communitynews-2004apr.pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-2004apr_sm.jpg,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-2004apr_sm.jpg,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/28,28
moscowcoop0030,Community News February 2007,Moscow Food Co-op,"London, Bill","Hall, David","Sowards, Elizabeth Carney","Prusynski, Megan","Vincent, Kim; Beck, Bill; Simpson, Will; Ronniger, Phil; Ryan, Kathleen; Thompson, Joe; Wilkinson, Donal",2007-02,,,newsletters; cooperatives (business enterprises); goldfinches; boards of directors,"Moscow, Idaho",46.73065303,-117.0002235,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",Text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,communitynews-2007feb,communitynews-2007feb.pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/communitynews-2007feb.pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-2007feb_sm.jpg,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-2007feb_sm.jpg,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/29,29
moscowcoop0031,Community News January 1999,Moscow Food Co-op,"London, Bill",,"James, Rebecca; Maut, Heidi","Grinde, Kate","Biller, Ernie; Cressler, Mike; Gale, Jim; Moffitt, Christine; Ogle, Nick; Pengilly, Mimi; Hermanson, John; Peyer, Suzanne",1999-01,,,newsletters; cooperatives (business enterprises); moving announcements; bicycles,"Moscow, Idaho",46.73203791,-116.9990522,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",Text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,communitynews-1999jan,communitynews-1999jan.pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/communitynews-1999jan.pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-1999jan_sm.jpg,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-1999jan_sm.jpg,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/30,30
moscowcoop0032,Community News April 1994,Moscow Food Co-op,"London, Bill",,"Ruth, Paula","Palmer, Pam","Harvey, Jeanne; Strand, Eva; Rosenthal, Mare; Adams, Anne; Cunningham, Erika; Holmes, Evan; Pittenger, Dean; Reich, Viki",1994-04,,,newsletters; cooperatives (business enterprises); poetry; clove (flower bud),"Moscow, Idaho",46.7325657,-117.0068186,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",Text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,communitynews-1994apr,communitynews-1994apr.pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/communitynews-1994apr.pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-1994apr_sm.jpg,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-1994apr_sm.jpg,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/31,31
moscowcoop0033,Community News March 2003,Moscow Food Co-op,"London, Bill; Harris, Therese",,"Lee, Pamela","Maxwell, Jill","Vaughan, Pat; Forbes, Mike; Bridges, George; Hoffman, Bonnie; Kingery, Margaret; Pingree, Al; Mumford, Mark",2003-03,,,newsletters; cooperatives (business enterprises); sustainability; bake ovens (baking devices),"Moscow, Idaho",46.73203791,-116.9990522,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",Text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,communitynews-2003mar,communitynews-2003mar.pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/communitynews-2003mar.pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-2003mar_sm.jpg,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-2003mar_sm.jpg,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/32,32
