objectid,title,creator,recipient,date,archival_date,approximated_date,description,subject,location,idaho_county,address,latitude,longitude,source,identifier,format_original,type,format,finding_aid,digital_collection,contributing_institution,language,rights,rightsstatement,list,filename,display_template,object_location,image_small,image_thumb
ictws_0024,Abstracts,Idaho Chapter of the Wildlife Society,,1969-01-25,25 January 1969,,A collection of abstracts from the papers presented at the 1969 winter meeting.,meetings; presentations; speeches (documents),,,,,,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b01_f047-018,abstracts,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b01_f047-018.pdf,mg511_b01_f047-018.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b01_f047-018.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b01_f047-018_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b01_f047-018_th.jpg
ictws_0025,Idaho Chapter of The Wildlife Society: Second Annual Winter Meeting; Abstracts,Idaho Chapter of the Wildlife Society,,1970-01-30,30 January 1970; 31 January 1970,,A Idaho Chapter TWS pamphlet containing a meeting summary and agenda.,summaries; agendas (administrative records); reports; discussions; presentations; speeches (documents),"Moscow, Idaho",Latah County,University of Idaho Student Union Building,46.7275583,-117.0125002,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b01_f047-019,pamphlet,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b01_f047-019.pdf,mg511_b01_f047-019.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b01_f047-019.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b01_f047-019_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b01_f047-019_th.jpg
ictws_0026,Abstracts; Idaho Land and Wildlife Conservation in Action: 1st Annual Winter Meeting The Wildlife Society,Idaho Chapter of the Wildlife Society,,1969-01-25,25 January 1969,,A collection of abstracts from the papers presented at the 1969 winter meeting. A Idaho Chapter TWS pamphlet containing a meeting summary and agenda.,summaries; agendas (administrative records); reports; discussions; presentations; speeches (documents); meetings,"Boise, Idaho",Ada County,Idaho Fish and Game Department,43.60211468,-116.1856817,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b01_f047-020,abstracts,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b01_f047-020.pdf,mg511_b01_f047-020.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b01_f047-020.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b01_f047-020_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b01_f047-020_th.jpg
ictws_0027,Minutes of Idaho Chapter of The Wildlife Society Summer Meeting,Idaho Chapter of the Wildlife Society,,1970-06-22,22 June 1970,,"Summary of the Idaho Chapter of the Wildlife Society's summer meeting, and a financial record.",summaries; discussions; meetings; financial records; payments,"Owyhee County, Idaho",Owyhee County,Mud Flat,42.60622886,-116.5545944,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b01_f047-021,summary,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b01_f047-021.pdf,mg511_b01_f047-021.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b01_f047-021.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b01_f047-021_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b01_f047-021_th.jpg
ictws_0028,United States Government Memorandum,"Page, Dick","Meiners, Bill",1970-04-22,22 April 1970,,"A letter about a tour schedule, and committee assignment progress.",letters; agendas (administrative records); schedules; meetings,,,,,,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b01_f047-022,letter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b01_f047-022.pdf,mg511_b01_f047-022.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b01_f047-022.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b01_f047-022_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b01_f047-022_th.jpg
ictws_0029,Agenda: Business Meeting,Idaho Chapter of the Wildlife Society,,1970-01-29,29 January 1970; 30 January 1970; 31 January 1970,,Summary list of the Idaho Chapter of the Wildlife Society's business meeting.,summaries; records; reports,"Moscow, Idaho",Latah County,,46.73222587,-116.9990354,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b01_f047-023,summary,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b01_f047-023.pdf,mg511_b01_f047-023.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b01_f047-023.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b01_f047-023_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b01_f047-023_th.jpg
ictws_0030,Preliminary Program,Idaho Chapter of the Wildlife Society,,1970-01-30,30 January 1970; 31 January 1970,,Agenda from Idaho Chapter Wildlife Society Meeting.,agendas; activities,"Moscow, Idaho",Latah County,University of Idaho Student Union Building,46.7275583,-117.0125002,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b01_f047-024,agenda,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b01_f047-024.pdf,mg511_b01_f047-024.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b01_f047-024.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b01_f047-024_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b01_f047-024_th.jpg
ictws_0031,Minutes Idaho Chapter of the Wildlife Society Winter Meeting,Idaho Chapter of the Wildlife Society,,1970-01-30,30 January 1970,,"Summary of the Idaho Chapter of the Wildlife Society's winter meeting, and a financial record.",summaries; records; meetings; financial records,,,,,,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b01_f047-025,summary,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b01_f047-025.pdf,mg511_b01_f047-025.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b01_f047-025.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b01_f047-025_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b01_f047-025_th.jpg
ictws_0032,Idaho Chapter TWS Program,"Idaho Chapter of the Wildlife Society; Bayha, Keith",,1970-11-23,23 November 1970,,The November 1970 issue of the Idaho Chapter The Wildlife Society.,meetings; administrative records; memberships,"Boise, Idaho",Ada County,U.S. Court House,43.62048519,-116.194525,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b01_f047-026,newsletter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b01_f047-026.pdf,mg511_b01_f047-026.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b01_f047-026.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b01_f047-026_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b01_f047-026_th.jpg
ictws_0033,Agenda: Business Meeting,Idaho Chapter of the Wildlife Society,,1970-01-29,29 January 1970; 30 January 1970; 31 January 1970,,"Summary list of the Idaho Chapter of the Wildlife Society's business meeting, and membership list.",summaries; records; reports; memberships,"Moscow, Idaho",Latah County,,46.73222587,-116.9990354,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b01_f047-027,summary,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b01_f047-027.pdf,mg511_b01_f047-027.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b01_f047-027.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b01_f047-027_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b01_f047-027_th.jpg
ictws_0034,Program Agenda,,,,undated,,Program containing an agenda and tour committees list.,agendas; records; meetings,,,,,,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b01_f047-028,program,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b01_f047-028.pdf,mg511_b01_f047-028.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b01_f047-028.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b01_f047-028_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b01_f047-028_th.jpg
