objectid,title,creator,date,archival_date,description,image_alt_text,subject,location,series,source,identifier,type,format,finding_aid,language,rights,rightsstatement,filename_original,filename,display_template,object_location,image_small,image_thumb
engrir287,"Mechanical Engineering News, Fall 2021",Department of Mechanical Engineering,2021,2021,Fall 2021 newsletter from the University of Idaho College of Engineering's Department of Mechanical Engineering,,mechanical engineers; newsletters; engineering,"Moscow, Idaho",Departmental Newsletters,,me-newsletter-2021-fall,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,me-newsletter-2021-fall.pdf,me-newsletter-2021-fall.pdf,pdf,https://objects.lib.uidaho.edu/engrir/me-newsletter-2021-fall.pdf,https://objects.lib.uidaho.edu/engrir/small/me-newsletter-2021-fall_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/me-newsletter-2021-fall_th.jpg
engrir288,"Mechanical Engineering News, Spring 2021",Department of Mechanical Engineering,2021,2021,Spring 2021 newsletter from the University of Idaho College of Engineering's Department of Mechanical Engineering,,mechanical engineers; newsletters; engineering,"Moscow, Idaho",Departmental Newsletters,,me-newsletter-2021-spring,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,me-newsletter-2021-spring.pdf,me-newsletter-2021-spring.pdf,pdf,https://objects.lib.uidaho.edu/engrir/me-newsletter-2021-spring.pdf,https://objects.lib.uidaho.edu/engrir/small/me-newsletter-2021-spring_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/me-newsletter-2021-spring_th.jpg
engrir289,"Mechanical Engineering News, Fall 2022",Department of Mechanical Engineering,2022,2022,Fall 2022 newsletter from the University of Idaho College of Engineering's Department of Mechanical Engineering,,mechanical engineers; newsletters; engineering,"Moscow, Idaho",Departmental Newsletters,,me-newsletter-fall-2022,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,me-newsletter-fall-2022.pdf,me-newsletter-fall-2022.pdf,pdf,https://objects.lib.uidaho.edu/engrir/me-newsletter-fall-2022.pdf,https://objects.lib.uidaho.edu/engrir/small/me-newsletter-fall-2022_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/me-newsletter-fall-2022_th.jpg
engrir290,"Mechanical Engineering News, Fall 2023",Department of Mechanical Engineering,2023,2023,Fall 2023 newsletter from the University of Idaho College of Engineering's Department of Mechanical Engineering,,mechanical engineers; newsletters; engineering,"Moscow, Idaho",Departmental Newsletters,,me-newsletter-fall-2023,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,me-newsletter-fall-2023.pdf,me-newsletter-fall-2023.pdf,pdf,https://objects.lib.uidaho.edu/engrir/me-newsletter-fall-2023.pdf,https://objects.lib.uidaho.edu/engrir/small/me-newsletter-fall-2023_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/me-newsletter-fall-2023_th.jpg
engrir291,"Mechanical Engineering News, Spring 2022",Department of Mechanical Engineering,2022,2022,Spring 2022 newsletter from the University of Idaho College of Engineering's Department of Mechanical Engineering,,mechanical engineers; newsletters; engineering,"Moscow, Idaho",Departmental Newsletters,,me-newsletter-spring-2022,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,me-newsletter-spring-2022.pdf,me-newsletter-spring-2022.pdf,pdf,https://objects.lib.uidaho.edu/engrir/me-newsletter-spring-2022.pdf,https://objects.lib.uidaho.edu/engrir/small/me-newsletter-spring-2022_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/me-newsletter-spring-2022_th.jpg
engrir292,"Mechanical Engineering News, Spring 2023",Department of Mechanical Engineering,2023,2023,Spring 2023 newsletter from the University of Idaho College of Engineering's Department of Mechanical Engineering,,mechanical engineers; newsletters; engineering,"Moscow, Idaho",Departmental Newsletters,,me-newsletter-spring-2023,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,me-newsletter-spring-2023.pdf,me-newsletter-spring-2023.pdf,pdf,https://objects.lib.uidaho.edu/engrir/me-newsletter-spring-2023.pdf,https://objects.lib.uidaho.edu/engrir/small/me-newsletter-spring-2023_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/me-newsletter-spring-2023_th.jpg
engrir293,"Mechanical Engineering News, Spring 2025",Department of Mechanical Engineering,2025,2025,Spring 2025 newsletter from the University of Idaho College of Engineering's Department of Mechanical Engineering,,mechanical engineers; newsletters; engineering,"Moscow, Idaho",Departmental Newsletters,,neim_newsletter_spring_2025,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,neim_newsletter_spring_2025.pdf,neim_newsletter_spring_2025.pdf,pdf,https://objects.lib.uidaho.edu/engrir/neim_newsletter_spring_2025.pdf,https://objects.lib.uidaho.edu/engrir/small/neim_newsletter_spring_2025_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/neim_newsletter_spring_2025_th.jpg
engrir294,"Department of Nuclear Engineering and Industrial Management News, Spring 2023",Department of Nuclear Engineering and Industrial Management,2023,2023,Spring 2023 newsletter from the University of Idaho College of Engineering's Department of Nuclear Engineering and Industrial Management,,nuclear engineers; newsletters; engineering,"Moscow, Idaho",Departmental Newsletters,,neim-newsletter-spring-2023,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,neim-newsletter-spring-2023.pdf,neim-newsletter-spring-2023.pdf,pdf,https://objects.lib.uidaho.edu/engrir/neim-newsletter-spring-2023.pdf,https://objects.lib.uidaho.edu/engrir/small/neim-newsletter-spring-2023_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/neim-newsletter-spring-2023_th.jpg
engrir295,"Department of Nuclear Engineering and Industrial Management News, Fall 2023",Department of Nuclear Engineering and Industrial Management,2023,2023,Spring 2023 newsletter from the University of Idaho College of Engineering's Department of Nuclear Engineering and Industrial Management,,nuclear engineers; newsletters; engineering,"Moscow, Idaho",Departmental Newsletters,,newsletter-fall-2023-ppt,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,newsletter-fall-2023-ppt.pdf,newsletter-fall-2023-ppt.pdf,pdf,https://objects.lib.uidaho.edu/engrir/newsletter-fall-2023-ppt.pdf,https://objects.lib.uidaho.edu/engrir/small/newsletter-fall-2023-ppt_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/newsletter-fall-2023-ppt_th.jpg
engrir296,"Department of Nuclear Engineering and Industrial Management News, Spring/Summer 2024",Department of Nuclear Engineering and Industrial Management,2024,2024,Spring/Summer 2024 newsletter from the University of Idaho College of Engineering's Department of Nuclear Engineering and Industrial Management,,nuclear engineers; newsletters; engineering,"Moscow, Idaho",Departmental Newsletters,,newsletter-spring-2024,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,newsletter-spring-2024.pdf,newsletter-spring-2024.pdf,pdf,https://objects.lib.uidaho.edu/engrir/newsletter-spring-2024.pdf,https://objects.lib.uidaho.edu/engrir/small/newsletter-spring-2024_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/newsletter-spring-2024_th.jpg
engrir297,"Chemical and Materials Engineering News, Fall 2016",Department of Chemical and Materials Engineering,2016,2016,Fall 2016 newsletter from the University of Idaho College of Engineering's Department of Chemical and Materials Engineering,,chemical engineers; engineering; newsletters,"Moscow, Idaho",Departmental Newsletters,,ui-cheme-newsletter-2016,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,ui-cheme-newsletter-2016.pdf,ui-cheme-newsletter-2016.pdf,pdf,https://objects.lib.uidaho.edu/engrir/ui-cheme-newsletter-2016.pdf,https://objects.lib.uidaho.edu/engrir/small/ui-cheme-newsletter-2016_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/ui-cheme-newsletter-2016_th.jpg
engrir298,"Chemical and Materials Engineering News, Fall 2018",Department of Chemical and Materials Engineering,2017,2017,Fall 2017 newsletter from the University of Idaho College of Engineering's Department of Chemical and Materials Engineering,,chemical engineers; engineering; newsletters,"Moscow, Idaho",Departmental Newsletters,,ui-cme-newsletter-2017,Text,application/pdf,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,ui-cme-newsletter-2017.pdf,ui-cme-newsletter-2017.pdf,pdf,https://objects.lib.uidaho.edu/engrir/ui-cme-newsletter-2017.pdf,https://objects.lib.uidaho.edu/engrir/small/ui-cme-newsletter-2017_sm.jpg,https://objects.lib.uidaho.edu/engrir/thumbs/ui-cme-newsletter-2017_th.jpg
